file_name,source_id,title,source_name,published_at,signal_type_hint,candidate_bucket,recommended_set,confidence_band,manual_review_priority,score_signal,score_noise,score_boundary,reasons,source_url,content_excerpt
incoming_20260319_008.json,incoming_20260319_008,Fortnite back on Google Play worldwide after Epic and Google settle,Game Developer,2026-03-19T00:00:00Z,technical,signal,main_baseline_candidate,high,low,6,2,0,"signal_pattern:regulatory:1 | hint:technical | high_value_entities:epic,google | game_context | very_short_excerpt",https://www.gamedeveloper.com/business/fortnite-back-on-google-play-worldwide-after-epic-and-google-settle,"The settlement took place in early March, months after a federal court cast doubts on the terms."
incoming_20260319_009.json,incoming_20260319_009,Starbreeze lands new partner to adapt Payday series for film and TV,Game Developer,2026-03-19T00:00:00Z,technical,boundary,boundary_observation_candidate,low,high,2,0,1,hint:technical | game_context | short_excerpt | promoted_to_boundary_due_to_close_scores,https://www.gamedeveloper.com/business/payday-maker-starbreeze-is-poising-for-tv-and-film-adaptations,"Starbreeze Entertainment has partnered with VICE Studios to attract ""new audiences"" into the franchise."
incoming_20260319_010.json,incoming_20260319_010,"To make video games for Gen Z, be authentic",Game Developer,2026-03-19T00:00:00Z,technical,boundary,boundary_observation_candidate,low,high,2,0,1,hint:technical | game_context | short_excerpt | promoted_to_boundary_due_to_close_scores,https://www.gamedeveloper.com/marketing/to-make-video-games-for-gen-z-be-authentic,"'They're playing games. It's just that their attention and needs are changing,' says Astrid Entertainment CEO Sharon Tal Yguado."
incoming_20260320_001.json,incoming_20260320_001,Savvy Games Group to acquire Moonton Games for $6 billion,Game Developer,2026-03-20T00:00:00Z,capital,signal,main_baseline_candidate,high,low,7,2,0,signal_pattern:capital:1 | hint:capital | high_value_entities:savvy | game_context | concrete_numbers | very_short_excerpt,https://www.gamedeveloper.com/business/savvy-games-group-agreed-to-buy-moonton-games-for-6-billion,TikTok maker ByteDance paid $4 billion for Moonton in 2021.
incoming_20260320_002.json,incoming_20260320_002,Crimson Desert has topped 2M sales within a day,Game Developer,2026-03-20T00:00:00Z,market,signal,main_baseline_candidate,high,low,8,2,0,signal_pattern:market:2 | hint:market | game_context | concrete_numbers | very_short_excerpt,https://www.gamedeveloper.com/business/crimson-desert-has-topped-2m-sales-within-a-day,"The studio is planning to ""make improvements quickly"" based on player feedback."
incoming_20260320_003.json,incoming_20260320_003,《喵喵的结合》为什么没有找发行商？,ChuApp,2026-03-20T00:00:00Z,market,noise,noise_suppression_candidate,low,high,1,2,0,hint:market | missing_game_context,http://www.chuapp.com/article/291247.html,埃德蒙·麦克米伦（Edmund McMillen，也就是国内玩家熟悉的“E胖”）是一位美国开发者，曾凭借《超级肉肉哥》（2010年）、《以撒的结合》（2011年）两款销量达到几百万份的高口碑独立游戏声名鹊起。不过，就连他也对《喵喵的结合》（Mewgenics）的巨大成功感到意外。 “通常情况下，我在发布任何游戏前都会查看Discord好友列表，联系之前跟我交谈过的所有人。”E胖透露，“我还要给媒体发邮件，写博客文章，发布推文和TikT…
incoming_20260320_004.json,incoming_20260320_004,拿到App Store年度游戏的《无畏契约手游》，让库克当了一次“瓦学弟”,ChuApp,2026-03-20T00:00:00Z,market,noise,noise_suppression_candidate,low,high,1,2,0,hint:market | missing_game_context,http://www.chuapp.com/article/291258.html,3月19日下午，我来到了北京青年路附近的一家展览空间，在这里，苹果公司与中国的游戏开发者举办了一次交流活动，活动持续两天，苹果公司CEO蒂姆・库克也在第一天来到了活动现场。严格来说，这其实是一个面向开发者To B的小型展会，在场地外看不见任何宣传的广告或者指示牌，场内的指示牌与空间也融入了苹果公司极简主义的调性——虽然这里并不是苹果自己的场地。 走进展览空间后，我会觉得它留有一些苹果直营店的设计语言，纯白的墙壁，大块的落地玻璃，圆弧与…
incoming_20260320_005.json,incoming_20260320_005,50周年的Apple线下开发者展示活动，让我看到了游戏更沉浸的可能,ChuApp,2026-03-20T00:00:00Z,technical,signal,main_baseline_candidate,low,high,3,2,0,"hint:technical | high_value_entities:apple,meta | missing_game_context",http://www.chuapp.com/article/291256.html,3月19日至3月20日，Apple在北京举办了一场线下游戏开发者展示活动。总共8家游戏开发商聚集在此，展示他们的作品在iPhone、iPad、Mac甚至Apple Vision Pro上能够达到的视听效果。 苹果每隔一段时间都会举办类似的活动，每次介绍的内容大差不差。比如，硬件加速图像渲染技术Metal能让硬件以更少的能耗对影像进行实时渲染，目前已经推出到第4代；自适应刷新技术ProMotion能让游戏在120帧的高帧率平滑运行；空间…
incoming_20260320_006.json,incoming_20260320_006,"IOI Partners disowns MindsEye, Krafton collabs with arms dealer, and more cuts at Ubisoft - Patch Notes #44",Game Developer,2026-03-20T00:00:00Z,technical,noise,noise_suppression_candidate,low,high,3,4,0,hint:technical | high_value_entities:ubisoft | game_context | noise_patterns:1 | very_short_excerpt,https://www.gamedeveloper.com/business/ioi-partners-disowns-mindseye-krafton-collabs-with-arms-dealer-and-more-cuts-at-ubisoft-patch-notes-44,Plus: Unionized workers launch petition to combat ICE and DLSS 5 mockery rattles Nvidia CEO.
incoming_20260321_001.json,incoming_20260321_001,触乐本周行业大事：2026年2月中国游戏市场收入超330亿元，网易回应广州外包裁员传闻，沐瞳被沙特财团高价收购,ChuApp,2026-03-21T00:00:00Z,capital,signal,main_baseline_candidate,low,high,3,2,0,hint:capital | missing_game_context | concrete_numbers,http://www.chuapp.com/article/291255.html,■ 2026年2月中国游戏市场收入超330亿元 3月16日，中国音数协游戏工委发布《2026年2月中国游戏产业月度报告》。 报告显示，2026年2月，中国国内游戏市场实际销售收入为332.31亿元，环比增长2.35%，同比增长18.96%。其中，中国移动游戏市场实际销售收入227.29亿元，环比增长0.48%，同比增长9.05%;中国客户端游戏市场实际销售收入88.70亿元，环比增长7.70%，同比增长56.75%。中国自主研发游戏海…
incoming_20260321_002.json,incoming_20260321_002,Crimson Desert is raising some AI-brows with a bevy of suspiciously generated-looking art,Rock Paper Shotgun,2026-03-21T00:00:00Z,technical,signal,main_baseline_candidate,low,high,4,3,0,signal_pattern:technical:1 | hint:technical | game_context | low_information_excerpt | truncated_article,https://www.rockpapershotgun.com/crimson-desert-is-raising-some-ai-brows-with-a-bevy-of-suspiciously-generated-looking-art,"Crimson Desert is, by many accounts, a video game. A not necessarily good one, a perhaps just ok to occasionally baffling video game that appears to be big for the sake of winning a pissing contest. It is also potential…"
incoming_20260321_003.json,incoming_20260321_003,God is dead and I am a bullet hell boss of my own making in the physics-based dicerolling roguelike DeeSicks,Rock Paper Shotgun,2026-03-21T00:00:00Z,technical,signal,main_baseline_candidate,medium,medium,2,0,0,hint:technical | game_context,https://www.rockpapershotgun.com/god-is-dead-and-i-am-a-bullet-hell-boss-of-my-own-making-in-the-physics-based-dicerolling-roguelike-deesicks,"I'm going to say it: bullet hells are more stressful than Souls-likes. Why are there 10,000 orbs approaching me, promising me misery and death! And I have to both tactfully dodge them while also staging a front myself? …"
incoming_20260321_004.json,incoming_20260321_004,"If you ask Yoshi-P, kids don't care about Final Fantasy anymore because they're taking too long to come out",Rock Paper Shotgun,2026-03-21T00:00:00Z,technical,signal,main_baseline_candidate,medium,medium,2,0,0,hint:technical | game_context,https://www.rockpapershotgun.com/if-you-ask-yoshi-p-kids-dont-care-about-final-fantasy-anymore-because-theyre-taking-too-long-to-come-out,"Last month, a post caught some kind of virus and did the rounds, pondering why kids don't care about Final Fantasy or Dragon Quest so much anymore, wondering what they do plan now, and anecdotally findering that most of…"
incoming_20260322_001.json,incoming_20260322_001,"Thanks to EU consumer law, Nintendo is updating the Switch 2 design to enable European players to replace the battery",Eurogamer,2026-03-22T00:00:00Z,market,signal,main_baseline_candidate,medium,medium,5,3,1,signal_pattern:market:1 | hint:market | high_value_entities:nintendo | game_context | low_information_excerpt | short_excerpt | truncated_article,https://www.eurogamer.net/thanks-to-eu-consumer-law-nintendo-is-updating-the-switch-2-design-to-enable-european-players-to-replace-the-battery,Nintendo is set to launch a new Switch 2 model in Europe that will allow owners to replace the battery. Read more
incoming_20260322_002.json,incoming_20260322_002,"Minecraft World, a theme park with the world's first-ever Minecraft rollercoaster, to open in the UK next year",Eurogamer,2026-03-22T00:00:00Z,technical,noise,noise_suppression_candidate,medium,low,3,5,1,hint:technical | missing_game_context | low_information_excerpt | concrete_numbers | short_excerpt | truncated_article,https://www.eurogamer.net/minecraft-world-a-theme-park-with-the-worlds-first-ever-minecraft-rollercoaster-to-open-in-the-uk-next-year,"Minecraft World, a new £50 million theme park based on Mojang's seminal sandbox world, will open at London's Chessington World of Adventures next year. Read more"
incoming_20260322_003.json,incoming_20260322_003,"New report claims Crimson Desert's development was plagued by ""a hodgepodge of features crammed together"" and leaders who ""don't acknowledge anyone who doesn't share their exact mindset""",Eurogamer,2026-03-22T00:00:00Z,technical,noise,noise_suppression_candidate,medium,low,1,5,2,hint:technical | missing_game_context | low_information_excerpt | boundary_patterns:1 | truncated_article,https://www.eurogamer.net/new-report-claims-crimson-deserts-development-was-plagued-by-a-hodgepodge-of-features-crammed-together-and-leaders-who-dont-acknowledge-anyone-who-doesnt-share-their-exact-mindset,"Two Pearl Abyss developers have claimed Crimson Desert was developed in a troubled environment, characterised by an inverted management hierarchy and leaders who ""don't acknowledge anyone who doesn't share their exact m…"
incoming_20260322_004.json,incoming_20260322_004,"RPS Verdict: Anime racer Screamer slides sideways into success with its colourful, characterful driving",Rock Paper Shotgun,2026-03-22T00:00:00Z,technical,noise,noise_suppression_candidate,high,low,1,5,0,hint:technical | missing_game_context | low_information_excerpt | truncated_article,https://www.rockpapershotgun.com/rps-verdict-screamer-review,"Ed (RPS in peace) has, finally, posthumously, got his wish : another Screamer . This one’s gone all cyberpunk and/or anime-styled, with a heavy focus on story – it follows multiple, multinational merc-drivers entering a…"
incoming_20260322_005.json,incoming_20260322_005,"Slay the Spire 2 reminds us that this week's patch ""was the first of many to come over the next 1-2 years""",Eurogamer,2026-03-22T00:00:00Z,technical,noise,noise_suppression_candidate,low,high,2,3,0,hint:technical | game_context | low_information_excerpt | truncated_article,https://www.eurogamer.net/slay-the-spire-2-reminds-us-that-this-weeks-patch-was-the-first-of-many-to-come-over-the-next-1-2-years,"The first major balance patch for Slay the Spire 2 dropped just two days ago (Friday 20th March), but developer Mega Crit has already had to address the feedback to the recent beta patch, reminding us that this beta bal…"
incoming_20260322_006.json,incoming_20260322_006,The Sunday Papers,Rock Paper Shotgun,2026-03-22T00:00:00Z,technical,noise,noise_suppression_candidate,low,high,1,2,0,hint:technical | missing_game_context,https://www.rockpapershotgun.com/the-sunday-papers-802,"Sundays are for waking up in a Holiday Inn and finding that the breakfast buffet hash browns are glued to the bottom of the serving pan. Tarnation! I bellow like an enraged thunder god, like Vesuvius at full bloom, and …"
incoming_20260323_001.json,incoming_20260323_001,'If this was a trial about whether I made stupid tweets I would say I'm guilty' says Elon Musk in trial before being found guilty,PC Gamer,2026-03-23T00:00:00Z,capital,noise,noise_suppression_candidate,low,high,1,2,1,hint:capital | missing_game_context | short_excerpt,https://www.pcgamer.com/gaming-industry/if-this-was-a-trial-about-whether-i-made-stupid-tweets-i-would-say-im-guilty-says-elon-musk-in-trial-before-being-found-guilty/,"""This is a great example of what you cannot do to the average investor,"" said attorney Joseph Cotchett."
incoming_20260323_002.json,incoming_20260323_002,"Fantasy tactics RPG Wartales is getting a ""dense, reactive"" capital city in the next DLC expansion, yours to save or destroy",Rock Paper Shotgun,2026-03-23T00:00:00Z,capital,boundary,boundary_observation_candidate,low,high,2,0,2,hint:capital | game_context | boundary_patterns:1 | promoted_to_boundary_due_to_close_scores,https://www.rockpapershotgun.com/fantasy-tactics-rpg-wartales-is-getting-a-dense-reactive-capital-city-in-the-next-dlc-expansion-yours-to-save-or-destroy,"Sordid, flesh-eating medieval tactics RPG Wartales is getting a new Fires in the Capital DLC expansion in April. It adds a wartorn metropolis to the game - Isandrin, crown jewel of Edoran and home of the Legion. As such…"
incoming_20260323_003.json,incoming_20260323_003,Resident Evil Requiem Kills The Past So The Series Can Move Forward,GameSpot,2026-03-23T00:00:00Z,capital,signal,main_baseline_candidate,medium,medium,2,0,0,hint:capital | game_context,https://www.gamespot.com/articles/resident-evil-requiem-kills-the-past-so-the-series-can-move-forward/1100-6538964/?ftag=CAD-01-10abi2f,"Warning! This post contains spoilers for the entirety of Resident Evil Requiem's story, as well as some spoilers for the larger Resident Evil canon. Finish the game before you read this. You don't get Resident Evil Requ…"
incoming_20260323_004.json,incoming_20260323_004,Top 12 Most Expensive Video Game Buyouts Of All Time,GameSpot,2026-03-23T00:00:00Z,capital,signal,main_baseline_candidate,high,low,7,0,0,hint:capital | high_value_entities:microsoft | game_context | concrete_numbers | structural_change_keywords,https://www.gamespot.com/gallery/top-10-most-expensive-video-game-buyouts-of-all-time/2900-4718/,"Big deals. Many mature industries trend toward consolidation as time goes on, and the video game business is no different. Big companies are bought and sold for massive sums of money. But what are the biggest of the big…"
incoming_20260323_005.json,incoming_20260323_005,"Younger Generations Are Struggling to 'Connect' With the Final Fantasy Series Because It Takes So Long for New Games to Come Out, Yoshi-P Says",IGN Game News,2026-03-23T00:00:00Z,capital,signal,main_baseline_candidate,high,low,4,0,0,signal_pattern:market:1 | hint:capital | game_context,https://www.ign.com/articles/younger-generations-are-struggling-to-connect-with-the-final-fantasy-series-because-it-takes-so-long-for-new-games-to-come-out-yoshi-p-says,"Final Fantasy 14 director Naoki Yoshida, known to fans as Yoshi-P, has admitted that long development cycles right across the Final Fantasy series make it ""harder"" for new players or younger generations ""to engage with""…"
incoming_20260323_006.json,incoming_20260323_006,2019's Call of Duty: Modern Warfare Is Blowing Up on Steam Thanks to a Big Sale and Positive Word of Mouth,IGN Game News,2026-03-23T00:00:00Z,market,signal,main_baseline_candidate,high,low,6,0,0,signal_pattern:market:2 | hint:market | game_context,https://www.ign.com/articles/2019s-call-of-duty-modern-warfare-is-blowing-up-on-steam-thanks-to-a-big-sale-and-positive-word-of-mouth,"A generous price drop has seen Call of Duty: Modern Warfare break its own Steam concurrent record over the weekend, hitting an all-new high of 61,667 peak players and making it more popular than last year's Call of Duty…"
incoming_20260323_007.json,incoming_20260323_007,"After a 90% discount, Call of Duty: Modern Warfare has more players than the past few CoD games combined on Steam",Eurogamer,2026-03-23T00:00:00Z,market,boundary,boundary_observation_candidate,low,high,4,5,0,signal_pattern:market:1 | hint:market | game_context | noise_patterns:1 | low_information_excerpt | truncated_article | promoted_to_boundary_due_to_signal_evidence,https://www.eurogamer.net/call-of-duty-modern-warfare-2019-gets-deep-discount-on-steam-and-overtakes-more-recent-cod-entries,"2019's Call of Duty: Modern Warfare reboot was responsible for kickstarting a new era for the long-running military FPS franchise with a notable single-player campaign and strong multiplayer offerings. Soon after, the s…"
incoming_20260323_008.json,incoming_20260323_008,"As Crimson Desert developer Pearl Abyss rushes to fix pressing issues, players are asking for updates to the time-gated dragon mount",Eurogamer,2026-03-23T00:00:00Z,market,signal,main_baseline_candidate,high,low,8,3,0,signal_pattern:technical:1 | signal_pattern:market:1 | hint:market | game_context | low_information_excerpt | concrete_numbers | truncated_article,https://www.eurogamer.net/crimson-desert-players-criticize-temporary-mounts-like-the-dragon,"After a massive but divisive launch last week, Crimson Desert is the talk of the town. From its use of gen-AI that supposedly was ""unintentionally included in the final release"" to talk from anonymous sources that point…"
incoming_20260323_009.json,incoming_20260323_009,Dying Light: The Beast Announces Restored Land Edition That Adds Lots of Free Content,IGN Game News,2026-03-23T00:00:00Z,market,signal,main_baseline_candidate,medium,medium,4,0,1,signal_pattern:market:1 | hint:market | game_context | announcement_style,https://www.ign.com/articles/dying-light-the-beast-announces-restored-land-update-that-adds-lots-of-free-content,"Dying Light: The Beast developer Techland has announced a new edition of its first-person zombie-slaying game. It's called Dying Light: The Beast Restored Land, and it includes the full game, all post-release content, a…"
incoming_20260323_010.json,incoming_20260323_010,"High On Life 2 Delayed For Switch 2, No Longer Releasing On 4/20",GameSpot,2026-03-23T00:00:00Z,market,signal,main_baseline_candidate,medium,medium,3,0,0,hint:market | high_value_entities:nintendo | game_context,https://www.gamespot.com/articles/high-on-life-2-delayed-for-switch-2-no-longer-releasing-on-4-20/1100-6538952/?ftag=CAD-01-10abi2f,High on Life 2 for Nintendo Switch 2 has been delayed. The game was originally set to launch on April 20--a date with the same humorous association as the game's title--but it's now coming out in July. The franchise is …
incoming_20260323_011.json,incoming_20260323_011,Minecraft Dungeons 2 will dungeon-crawl through the blockworld yet again when it launches later this year,Rock Paper Shotgun,2026-03-23T00:00:00Z,market,noise,noise_suppression_candidate,high,low,1,8,1,hint:market | missing_game_context | low_information_excerpt | truncated_article | announcement_style | shallow_announcement_penalty,https://www.rockpapershotgun.com/minecraft-dungeons-2-will-dungeon-crawl-through-the-blockworld-yet-again-when-it-launches-later-this-year,"Diablo-ish Minecraft spin-off Minecraft Dungeons has a sequel, and said sequel's coming out at some point in 2026. What's it about? Well, Mojang say, ""all was well until it wasn't"". Wait, lads, that's pretty much the se…"
incoming_20260323_012.json,incoming_20260323_012,"Oops, ASRock says motherboards will support 'newly launched' AMD Ryzen 9 9950X3D2 CPU that has definitely not yet been launched",PC Gamer,2026-03-23T00:00:00Z,market,noise,noise_suppression_candidate,medium,low,1,4,0,hint:market | missing_game_context | very_short_excerpt,https://www.pcgamer.com/hardware/processors/oops-asrock-says-motherboards-will-support-newly-launched-amd-ryzen-9-9950x3d2-cpu-that-has-definitely-not-yet-been-announced/,I hope no one got yelled at for this.
incoming_20260323_013.json,incoming_20260323_013,"Secrets of Strixhaven Is Magic's Next Set, and You Can Preorder Already",IGN Game News,2026-03-23T00:00:00Z,market,boundary,boundary_observation_candidate,low,high,2,2,1,hint:market | game_context | low_information_excerpt | short_excerpt | promoted_to_boundary_due_to_close_scores,https://www.ign.com/articles/magic-the-gathering-secrets-of-strixhaven-tcg-where-to-buy,"Secrets of Strixhaven is launching next month with a ton of products. Here's what you can expect, and what you can preorder."
incoming_20260323_014.json,incoming_20260323_014,The Magic: The Gathering Spider-Man Gift Bundle Is $30 Off At Amazon,GameSpot,2026-03-23T00:00:00Z,market,noise,noise_suppression_candidate,medium,high,1,5,2,hint:market | missing_game_context | boundary_patterns:1 | non_game_context,https://www.gamespot.com/articles/the-magic-the-gathering-spider-man-gift-bundle-is-30-off-at-amazon/1100-6538962/?ftag=CAD-01-10abi2f,"Marvel's Spider-Man was one of Magic: The Gathering's many Universes Beyond mainline sets released last year. It brought a handful of product types with it when it launched in September, from Scene Boxes to a highly cov…"
incoming_20260323_015.json,incoming_20260323_015,Uncharted Actor To Star In Romance Movie About Competitive Gamers Who Catch Feelings,GameSpot,2026-03-23T00:00:00Z,market,boundary,boundary_observation_candidate,low,high,2,0,1,hint:market | game_context | announcement_style | promoted_to_boundary_due_to_close_scores,https://www.gamespot.com/articles/uncharted-actor-to-star-in-romance-movie-about-competitive-gamers-who-catch-feelings/1100-6538961/?ftag=CAD-01-10abi2f,"The free TV and movie streaming service Tubi has announced a young adult romance movie called Game On, and it will feature veteran gaming actor Nolan North (Uncharted, Assassin's Creed). The film follows the talented ga…"
incoming_20260323_016.json,incoming_20260323_016,"Younger fans are finding it hard to connect with Final Fantasy because of long ""release intervals"", says FF14 director",Eurogamer,2026-03-23T00:00:00Z,market,signal,main_baseline_candidate,low,high,4,3,2,signal_pattern:market:1 | hint:market | game_context | low_information_excerpt | boundary_patterns:1 | truncated_article,https://www.eurogamer.net/final-fantasy-release-cadence-failing-to-entice-enough-new-fans-says-yoshi-p,"A common conversation in recent years, especially among the old guard, has been how legacy video game franchises are struggling to get younger players to care in the long run. Even some of the developers behind renowned…"
incoming_20260323_017.json,incoming_20260323_017,触乐怪话：关于失败的故事,ChuApp,2026-03-23T00:00:00Z,market,noise,noise_suppression_candidate,low,high,1,2,0,hint:market | missing_game_context,http://www.chuapp.com/article/291259.html,触乐怪话，每天胡侃和游戏有关的屁事、鬼事、新鲜事。 没错，就是这样！（图/小罗） 前段时间，《探案法：加拿大档案》（Methods: The Canada Files）更新了第6案，这是加拿大大赛的最后一案，也意味着游戏在历时3年的更新后终于迎来了完结。 我很喜欢这部作品，之前也曾经推荐过它的前作《探案法：侦探大赛》（Methods: The Detective Competition）。和前作相比，我觉得《加拿大档案》的故事叙事非常…
incoming_20260323_018.json,incoming_20260323_018,One Of The Most Controversial Battlefield Games Is Shutting Down On Consoles Soon,GameSpot,2026-03-23T00:00:00Z,team,signal,main_baseline_candidate,high,low,13,0,3,signal_pattern:team:3 | signal_pattern:market:1 | hint:team | high_value_entities:xbox | game_context | boundary_patterns:1 | announcement_style | structural_change_keywords,https://www.gamespot.com/articles/one-of-the-most-controversial-battlefield-games-is-shutting-down-on-consoles-soon/1100-6538954/?ftag=CAD-01-10abi2f,"Electronic Arts has announced that Battlefield Hardline--the 2015 FPS entry in the series focused on police and heists, not traditional military warfare--will shut down on console this June. The game will be removed fro…"
